distance_km,poids_kg,heure,jour_semaine,conditions_meteo,niveau_trafic,temperature,visibilite,duree_minutes
271.64,84.64,1,0,0,0.053,24.0,9026,168.83
12.044,124.23,21,5,1,0.265,24.1,2537,53.12
4.925,29.68,4,6,0,0.029,34.0,8046,18.55
18.032,128.97,9,1,0,0.817,32.4,8475,126.57
26.801,106.08,17,3,0,0.795,26.3,9839,103.49
394.085,9.56,11,2,0,0.148,18.3,9892,296.38
114.177,23.47,10,4,0,0.062,20.2,8377,77.44
18.213,195.1,17,2,0,0.65,15.5,9906,153.95
192.389,141.12,15,2,3,0.34,26.3,3349,290.82
19.42,8.11,21,4,0,0.252,15.5,9264,43.81
37.459,55.66,0,0,0,0.096,23.9,9375,39.82
275.316,11.3,21,2,0,0.211,29.3,8875,273.08
29.25,88.9,13,6,0,0.491,18.3,9490,76.93
3.9,41.64,15,6,0,0.388,21.7,9911,28.95
28.555,151.07,4,1,0,0.049,22.6,9134,34.94
29.724,44.98,0,1,0,0.064,34.1,9708,35.13
53.084,152.97,15,0,0,0.27,22.2,8984,89.88
95.008,102.55,18,0,1,0.631,12.4,2479,221.66
62.409,58.4,20,0,0,0.329,30.3,8375,101.16
33.877,160.0,8,5,0,0.174,22.3,9094,44.94
36.476,20.57,4,4,0,0.168,18.8,9837,53.8
363.042,160.54,13,3,3,0.344,16.7,1537,679.18
197.341,142.01,0,5,1,0.092,13.3,3166,190.86
91.392,3.86,15,6,0,0.338,18.9,8067,90.36
387.093,156.5,19,1,0,0.576,19.0,9373,989.81
200.005,32.2,16,6,1,0.346,13.6,6671,244.78
41.991,145.1,6,4,1,0.202,17.1,6828,81.22
20.813,81.57,10,0,0,0.329,25.4,9015,41.61
24.215,62.47,14,1,0,0.328,20.8,9751,60.67
209.023,2.66,21,3,0,0.298,22.9,9070,212.09
489.813,13.04,6,2,0,0.137,31.9,8827,384.18
307.683,54.67,20,3,0,0.221,28.3,9945,297.38
25.321,27.01,3,5,0,0.008,16.4,9388,32.57
25.118,152.06,21,6,0,0.161,24.8,8954,40.41
38.127,6.42,13,0,0,0.333,21.3,8770,81.57
446.962,32.91,13,1,0,0.233,22.8,9564,473.47
273.075,78.34,15,4,3,0.085,24.3,2444,275.63
32.477,116.83,20,2,0,0.224,23.6,8731,58.0
439.712,22.98,5,0,0,0.086,15.7,9347,269.68
310.475,197.15,12,4,0,0.147,26.5,9655,300.11
12.331,193.89,6,3,0,0.352,34.5,8154,44.49
224.933,45.25,23,0,1,0.007,18.7,6848,124.57
32.263,86.64,17,2,0,0.658,23.0,9279,106.86
277.463,37.39,15,1,0,0.24,31.5,9921,252.74
25.257,104.5,11,3,0,0.33,18.0,9403,49.79
331.607,169.21,8,6,0,0.701,18.2,9406,718.45
22.613,87.28,20,0,0,0.178,20.5,8059,43.68
483.342,97.22,0,0,1,0.006,11.3,6928,283.52
427.665,47.28,18,5,0,0.249,17.4,9360,362.44
149.515,24.54,10,2,1,0.165,21.1,3932,149.55
21.572,139.95,3,2,0,0.096,24.5,8504,34.38
417.828,4.31,19,0,1,0.794,19.9,2447,1378.5
96.145,173.4,14,3,0,0.493,34.2,9899,159.36
8.81,178.06,14,5,0,0.203,31.2,9319,47.91
33.726,143.51,3,6,0,0.035,20.2,8135,42.13
1.58,10.51,20,1,0,0.101,30.8,8278,12.6
393.099,129.87,4,6,0,0.032,23.2,9923,225.64
420.314,159.93,6,0,0,0.213,18.6,9794,396.52
145.205,17.89,14,1,0,0.32,32.0,8101,180.29
37.916,23.56,22,4,0,0.248,33.4,8929,54.21
29.984,76.48,13,6,0,0.285,19.3,9687,59.75
11.963,52.43,19,3,3,0.443,20.5,3802,102.09
17.22,119.48,2,0,0,0.023,16.0,9906,43.46
315.187,149.67,1,0,0,0.098,27.4,8619,183.92
19.967,67.9,14,1,0,0.243,29.2,8886,80.6
424.01,149.59,13,2,3,0.279,18.9,4397,798.02
34.195,131.52,14,0,0,0.211,16.1,8375,70.93
466.515,8.25,11,5,0,0.254,24.2,8230,473.65
20.595,54.63,21,4,0,0.158,35.0,8008,33.67
351.378,177.48,0,2,0,0.037,28.6,8807,175.04
260.733,125.71,8,4,0,0.197,21.6,8089,204.88
480.405,113.87,6,6,0,0.339,27.9,8661,523.95
30.95,79.84,0,6,0,0.028,22.8,8824,35.26
17.578,161.29,9,5,0,0.25,22.2,8196,56.98
30.381,162.22,19,1,0,0.657,23.5,8082,104.37
468.107,105.5,20,4,0,0.272,24.4,8162,429.65
12.172,9.64,2,0,0,0.009,25.2,8845,18.57
3.73,100.74,3,5,0,0.421,18.6,8373,39.37
246.976,161.59,10,6,1,0.281,13.2,2640,283.67
5.109,34.43,15,3,0,0.323,32.4,9977,23.91
350.547,160.95,2,1,0,0.002,18.8,9671,166.52
338.88,87.21,20,6,1,0.144,12.9,4465,324.95
1.275,89.96,7,1,0,0.425,31.6,8802,30.66
430.363,147.44,19,5,0,0.12,20.8,8998,367.36
2.898,3.9,18,2,0,0.609,20.4,9327,31.36
28.052,4.26,9,5,0,0.152,21.9,8475,33.62
35.385,144.63,12,3,1,0.44,20.1,4951,83.88
346.846,25.91,6,1,0,0.383,17.0,8851,395.99
27.239,35.03,16,0,1,0.136,15.1,2933,44.86
2.344,175.55,8,1,1,0.753,23.1,6950,44.32
24.618,156.45,3,6,0,0.063,25.1,8342,31.49
17.94,101.23,23,6,0,0.082,27.9,8685,50.52
257.885,57.42,5,0,0,0.036,29.3,8849,135.32
9.513,160.37,13,3,1,0.309,24.3,6228,58.57
12.935,196.39,5,3,0,0.092,30.2,9352,39.25
407.573,175.18,9,3,0,0.837,28.6,9133,1010.01
107.556,80.85,20,1,1,0.366,19.4,5622,129.61
1.96,66.97,23,5,1,0.046,11.9,6430,26.56
312.552,48.34,9,5,0,0.018,25.1,9499,206.62
26.213,25.04,9,4,1,0.297,16.8,3934,48.25
11.739,156.98,22,4,0,0.221,29.3,9064,45.57
248.982,29.4,13,6,0,0.467,16.8,8870,345.5
16.094,52.81,15,5,0,0.284,23.8,9906,49.26
19.648,91.6,22,4,1,0.01,11.8,3741,66.78
15.099,57.99,16,1,0,0.191,21.1,8766,55.82
2.422,178.86,9,1,0,0.461,29.8,8004,38.28
399.421,95.1,23,6,0,0.064,30.2,9033,214.28
81.085,124.99,19,3,0,0.67,33.0,8694,191.25
303.118,159.25,22,2,0,0.009,17.5,9145,140.38
280.007,150.14,16,0,0,0.389,33.7,8368,342.09
21.575,64.15,18,0,0,0.619,33.7,8696,80.93
5.028,19.96,5,2,0,0.015,20.1,8183,10.17
177.091,19.84,4,3,1,0.024,13.9,2990,94.09
38.0,53.93,10,3,0,0.222,16.3,8059,74.51
22.411,157.06,9,4,0,0.15,16.7,9302,36.73
10.184,190.53,17,3,0,0.815,31.3,9968,102.89
33.66,76.09,11,6,0,0.184,26.7,9045,56.04
28.088,166.12,23,4,2,0.287,6.8,1363,70.31
10.214,196.61,10,1,0,0.374,27.0,8032,61.59
0.878,34.79,17,5,1,0.438,21.4,6408,18.4
38.896,75.34,19,2,0,0.749,31.8,9662,157.4
9.25,4.05,8,5,3,0.313,20.4,1368,29.67
28.31,121.24,0,1,2,0.057,4.4,954,49.28
27.454,113.07,2,4,0,0.28,16.3,8531,51.18
38.808,135.58,19,2,0,0.869,32.7,8004,175.6
238.972,199.02,8,0,0,0.659,24.3,8740,651.8
15.978,67.01,18,6,0,0.612,29.7,9412,117.01
25.227,19.44,15,3,1,0.174,18.9,4738,45.55
3.38,120.03,14,6,0,0.226,23.9,8255,33.08
69.913,25.59,14,0,0,0.231,27.5,8134,113.86
34.651,157.52,19,0,0,0.84,24.3,8876,139.86
248.875,65.71,6,0,0,0.278,26.9,8138,248.75
25.024,37.27,4,6,0,0.044,17.6,9197,25.56
396.728,29.57,9,4,0,0.155,22.4,8016,282.66
14.081,195.3,20,1,1,0.395,15.1,5897,60.94
323.407,83.8,5,0,0,0.05,30.8,8086,170.17
30.85,162.95,23,3,0,0.036,18.7,8013,36.22
8.179,117.18,11,0,3,0.366,18.0,2163,44.64
458.899,4.3,21,1,0,0.202,30.7,8227,433.76
7.269,105.43,19,3,1,0.465,11.0,3183,67.88
463.666,152.64,18,1,1,0.427,14.4,3217,1036.52
447.484,41.93,2,6,0,0.017,28.3,8132,238.17
28.643,105.14,15,5,3,0.276,22.1,3380,55.64
34.595,79.24,9,3,1,0.442,18.6,5064,101.03
13.787,90.29,13,3,0,0.315,25.0,8559,69.49
3.756,168.54,16,4,0,0.114,30.7,9897,30.71
29.936,153.72,8,1,1,0.404,25.0,6449,119.55
16.527,116.03,20,0,0,0.385,25.3,9558,61.01
22.328,93.8,14,2,1,0.483,14.7,3538,74.12
5.989,174.76,9,5,0,0.177,31.2,9708,33.86
23.685,113.56,1,1,0,0.057,34.1,8676,32.28
15.562,189.74,2,4,0,0.171,24.5,8673,52.31
27.716,97.77,5,1,0,0.021,34.3,8581,38.09
0.936,65.42,13,3,0,0.326,17.2,9098,26.85
32.807,132.99,5,4,0,0.151,21.2,8415,47.76
3.027,79.91,7,4,0,0.23,26.4,9005,29.45
367.358,59.56,19,6,1,0.709,12.6,4040,939.7
83.946,139.76,1,1,1,0.092,12.4,6405,57.44
39.815,15.4,3,4,1,0.062,14.9,5694,45.78
252.476,68.8,12,6,0,0.234,15.8,8513,264.56
10.071,190.01,4,3,1,0.061,22.6,3397,37.65
27.02,2.34,8,1,0,0.417,18.6,9463,62.1
369.549,179.41,12,5,0,0.015,16.0,8009,269.27
131.993,3.31,0,0,0,0.006,18.8,9370,53.84
20.744,163.14,10,4,0,0.163,27.5,9913,30.65
7.358,80.49,10,0,0,0.297,24.2,8135,37.9
269.805,198.1,22,4,1,0.288,23.8,6662,301.25
487.289,138.77,10,1,0,0.393,32.7,8651,524.58
29.802,100.73,22,0,0,0.012,27.3,9836,35.0
5.933,99.8,6,1,0,0.377,27.8,8487,37.44
389.827,104.22,13,5,1,0.099,21.3,3876,468.42
154.236,137.5,23,1,0,0.018,22.6,8658,85.62
471.606,25.2,5,4,0,0.071,30.9,8418,359.26
152.665,35.37,7,2,0,0.501,24.0,9301,273.08
17.197,121.92,13,6,0,0.206,34.1,8987,76.72
313.784,30.64,23,1,0,0.028,24.3,8928,160.55
41.923,172.34,23,5,0,0.282,23.1,8851,59.05
310.622,81.82,1,0,0,0.076,26.3,8397,172.32
209.363,11.64,12,3,1,0.308,13.6,2282,293.0
24.415,188.86,4,2,0,0.084,26.6,9357,42.32
36.089,103.76,6,3,0,0.191,23.5,9416,54.03
16.759,175.29,23,6,0,0.08,27.7,9590,36.09
7.152,98.4,3,0,1,0.073,16.3,5414,30.4
7.688,189.7,14,4,1,0.405,12.8,2483,46.82
25.639,16.05,2,3,0,0.059,16.3,8060,23.78
30.196,1.54,18,6,2,0.588,-1.0,2639,131.41
194.813,136.4,10,2,1,0.117,24.1,5264,187.94
28.083,145.07,4,0,0,0.095,32.4,8572,34.67
26.579,0.73,20,6,0,0.114,27.7,9788,24.83
224.076,122.56,2,2,0,0.048,33.6,9906,123.05
440.135,175.26,22,4,0,0.09,25.0,8178,324.3
18.128,23.22,21,4,0,0.283,19.2,9542,56.33
15.648,56.14,23,2,0,0.012,34.0,9373,44.14
27.825,174.4,18,6,3,0.759,16.0,2405,112.74
142.833,23.23,2,0,0,0.019,29.8,9919,70.25
15.518,147.41,9,0,0,0.89,18.8,8794,135.4
142.185,79.12,17,6,0,0.548,17.9,9931,315.69
30.009,169.84,22,0,0,0.012,21.2,9410,36.31
213.286,196.23,10,1,1,0.116,13.2,3843,177.67
39.383,131.88,5,0,0,0.047,21.7,9388,41.6
362.51,109.65,3,1,0,0.081,30.8,9773,199.61
5.934,139.22,9,1,0,0.768,31.1,8400,63.71
38.041,85.48,5,0,0,0.095,34.5,8367,41.57
6.368,144.54,7,0,0,0.744,22.9,8619,50.28
397.756,172.99,20,3,0,0.103,28.1,8752,296.24
143.47,117.41,18,3,0,0.696,29.9,9626,396.11
28.694,172.46,17,1,0,0.678,29.0,8806,113.54
23.597,142.78,20,0,1,0.28,13.1,2961,59.68
6.868,112.54,1,0,3,0.017,22.6,2489,26.72
37.859,180.93,9,5,0,0.209,17.8,9004,59.44
32.881,47.5,6,1,0,0.14,31.7,9960,44.79
234.127,110.01,8,3,0,0.442,18.3,8934,442.1
497.865,139.39,6,5,0,0.153,28.1,9680,439.14
214.313,192.81,7,0,0,0.674,25.6,9400,542.86
143.852,2.07,12,1,0,0.237,17.1,9895,176.79
83.949,69.85,18,6,0,0.848,20.4,8202,263.33
284.574,118.96,12,3,0,0.354,20.2,9406,411.34
64.318,145.11,11,5,1,0.055,20.2,5426,92.37
445.438,162.82,9,5,1,0.254,24.2,5330,437.1
23.225,17.01,9,4,3,0.127,27.1,1043,30.57
361.026,81.15,19,1,3,0.667,26.2,3925,1185.0
499.617,188.99,21,4,0,0.202,24.0,8345,422.44
38.123,84.6,12,1,0,0.404,17.3,9871,91.53
19.583,53.02,0,5,0,0.091,22.9,9890,54.32
264.603,71.21,19,3,0,0.575,22.1,8010,540.42
8.303,105.87,4,3,0,0.077,24.7,8318,28.02
11.145,197.87,21,6,0,0.23,17.8,9530,50.31
2.09,78.97,23,2,3,0.096,17.4,1815,21.91
30.168,156.09,12,4,1,0.287,21.1,5185,62.75
27.535,10.5,10,3,3,0.185,26.1,2779,50.98
5.043,52.78,22,1,0,0.071,23.6,8970,23.83
39.706,118.28,20,1,0,0.182,17.6,8078,62.25
21.236,140.06,7,1,0,0.614,24.6,9044,86.2
367.329,49.47,1,1,0,0.032,16.0,9525,186.82
13.704,22.39,21,0,0,0.199,30.4,8266,41.93
15.178,130.08,6,4,0,0.189,32.7,8267,52.73
18.108,19.82,17,4,0,0.061,29.5,9558,28.53
10.475,175.43,17,2,1,0.434,16.7,2961,92.25
99.31,9.18,18,0,1,0.666,20.4,5256,243.19
22.719,78.11,19,2,0,0.509,15.1,9171,75.42
12.485,44.15,22,2,0,0.053,18.4,8093,33.56
5.752,174.69,1,5,2,0.001,7.9,1360,32.93
29.022,81.73,19,2,0,0.405,16.1,9671,94.35
1.118,131.5,18,0,1,0.717,20.3,4108,30.91
386.333,31.21,7,5,1,0.054,15.5,5924,341.3
29.314,129.55,0,2,0,0.069,18.6,8807,35.75
29.11,27.54,0,4,0,0.248,22.7,8225,40.93
3.802,28.61,20,4,0,0.396,34.3,9961,32.88
450.5,163.11,9,2,0,0.746,19.9,9113,981.98
12.221,102.36,13,1,0,0.328,19.5,8464,66.4
418.481,22.57,5,0,0,0.036,34.1,8577,195.4
451.97,120.94,5,3,0,0.043,27.0,9391,232.48
20.22,73.89,8,6,3,0.867,27.0,4231,123.1
28.993,157.13,15,6,0,0.318,26.6,9965,57.85
19.511,194.57,19,6,0,0.727,17.8,9933,146.98
21.533,164.3,12,0,0,0.433,23.4,9183,49.04
206.703,94.84,4,0,0,0.085,22.0,9738,119.76
293.69,186.28,13,1,0,0.241,19.5,9529,367.32
28.205,132.58,2,3,1,0.014,23.1,2247,40.98
30.734,94.01,4,5,0,0.123,34.0,8962,51.47
54.775,150.25,16,1,0,0.384,31.7,9392,104.66
12.588,45.54,5,2,3,0.021,22.8,4895,26.96
415.617,93.74,10,5,0,0.016,31.5,8337,246.43
14.827,155.78,10,0,0,0.12,18.3,8218,44.42
11.132,195.33,18,0,0,0.424,30.8,8093,81.2
481.02,100.09,10,6,0,0.311,22.1,8265,584.77
23.693,76.48,18,6,1,0.439,14.4,3241,92.35
27.418,28.26,22,1,2,0.093,3.0,2993,40.22
35.682,154.86,12,1,0,0.487,27.2,8153,96.26
30.77,61.98,2,3,0,0.03,21.3,9912,42.84
39.453,195.7,14,5,3,0.012,29.1,4980,58.02
99.333,73.41,19,2,0,0.625,28.6,9036,242.45
361.883,112.2,4,6,0,0.04,22.5,9167,211.57
18.902,128.53,14,0,0,0.488,29.6,9878,98.25
137.812,148.28,3,2,0,0.047,25.9,9942,81.52
214.931,187.3,11,6,0,0.163,24.5,8110,225.7
11.319,16.43,22,3,1,0.005,17.9,4125,22.03
8.345,188.39,15,3,0,0.309,30.7,9977,45.75
3.573,133.63,19,1,0,0.767,34.7,9923,53.4
469.557,99.94,10,0,1,0.101,20.1,4152,397.95
9.136,195.81,13,5,0,0.108,18.3,8773,44.92
210.318,72.82,9,2,0,0.65,32.4,9432,434.91
194.48,185.28,14,3,0,0.363,26.1,8333,278.01
11.688,124.11,3,0,1,0.041,11.6,2134,42.33
1.789,58.05,13,1,0,0.234,24.1,8780,26.42
253.416,181.61,20,5,1,0.152,15.9,5069,280.14
41.912,181.82,1,0,0,0.082,30.8,9721,42.24
496.701,48.44,12,1,0,0.44,22.9,8105,680.96
277.947,87.54,3,5,1,0.253,17.6,6726,277.52
133.731,18.74,13,0,0,0.385,26.9,8056,211.4
331.853,155.54,5,1,0,0.054,19.4,8396,212.76
343.259,55.07,4,5,0,0.031,34.7,9775,223.69
20.023,72.34,6,3,0,0.122,30.9,8847,40.44
12.887,181.67,5,1,0,0.057,33.1,9350,39.47
291.382,31.76,23,2,3,0.052,17.9,1121,181.75
53.569,27.8,2,5,0,0.144,17.5,8560,55.35
20.75,80.05,6,2,0,0.315,28.7,9817,47.21
7.043,41.25,23,3,0,0.075,23.9,9221,19.55
25.492,12.95,5,0,3,0.083,18.8,2678,30.27
7.606,64.6,5,2,0,0.037,19.3,8761,26.11
31.912,179.76,17,0,0,0.509,27.0,9079,108.09
348.819,114.83,20,3,0,0.196,23.7,9665,381.32
7.26,65.44,12,1,0,0.435,20.7,9318,41.82
38.691,7.5,17,4,0,0.141,27.9,8142,38.49
31.097,98.81,1,3,0,0.085,34.7,9010,37.07
53.473,9.66,0,1,0,0.072,21.5,9408,46.14
0.695,137.68,1,2,1,0.008,10.6,2393,20.56
7.228,27.64,14,0,0,0.375,32.2,9542,34.37
19.378,98.07,8,2,1,0.548,17.2,2752,152.66
378.223,41.26,2,0,3,0.047,15.9,1053,274.27
12.878,188.88,22,3,0,0.091,32.0,8216,39.21
276.193,156.03,6,0,0,0.385,18.3,8629,303.77
18.703,53.42,15,5,0,0.278,22.0,8242,68.53
20.563,10.73,8,2,0,0.864,28.0,9499,75.51
4.813,10.07,7,0,0,0.688,16.1,8073,64.49
361.776,80.97,12,0,0,0.28,31.5,9416,479.62
83.352,100.7,22,4,0,0.206,21.1,9856,95.82
18.481,192.45,21,3,0,0.179,15.4,9995,65.27
19.788,49.58,3,0,1,0.053,18.5,4381,39.88
29.579,90.58,23,2,2,0.046,0.6,2492,38.43
428.101,96.92,8,5,0,0.294,27.8,8302,385.59
10.153,148.23,13,2,0,0.486,16.8,9885,58.93
38.353,105.43,8,5,0,0.125,21.6,9206,40.87
14.059,122.51,13,6,0,0.304,34.4,9622,74.0
11.946,111.67,5,2,0,0.002,16.3,8603,38.36
12.58,86.12,21,6,0,0.364,20.0,8717,48.18
105.616,146.64,13,4,3,0.106,19.4,1131,125.82
85.144,52.33,9,4,0,0.263,26.3,9390,84.63
12.547,59.54,20,3,0,0.35,22.5,9793,65.76
27.564,71.58,11,3,0,0.108,34.2,8944,47.64
10.085,102.49,4,4,0,0.016,26.3,8600,29.95
30.638,103.65,1,0,0,0.011,31.6,9330,37.22
23.592,102.21,22,0,1,0.05,17.7,6604,37.99
12.78,197.83,0,6,0,0.007,28.8,8234,38.19
20.479,78.2,3,2,0,0.023,34.7,9679,31.22
26.497,24.73,4,5,0,0.197,17.8,9524,41.85
481.182,98.64,21,2,0,0.239,29.0,8219,412.26
15.882,116.15,1,5,0,0.013,28.1,8910,40.83
204.564,171.18,16,1,0,0.254,29.1,8799,204.83
18.65,171.75,4,2,1,0.084,19.9,5227,53.35
26.527,51.92,22,2,0,0.062,26.6,9197,40.82
4.313,21.33,21,3,0,0.343,19.6,9580,33.77
233.226,12.97,19,2,0,0.621,31.9,8149,592.57
4.753,89.96,4,5,0,0.246,19.0,8517,34.61
79.568,4.95,21,0,0,0.102,31.2,9829,81.6
27.453,191.55,23,5,0,0.171,18.8,8424,45.1
17.387,75.29,2,4,0,0.03,30.6,8610,43.29
32.942,58.05,8,3,1,0.437,11.0,3293,113.87
28.052,22.26,15,2,0,0.178,15.6,8863,43.96
29.488,184.84,21,0,0,0.269,16.5,9941,59.19
29.702,185.88,17,3,3,0.648,19.1,1170,132.45
443.167,45.63,1,0,1,0.038,22.2,6376,227.27
28.203,109.95,3,3,0,0.037,27.3,9850,35.75
23.75,45.5,23,6,1,0.08,21.9,6653,25.92
12.908,120.52,7,2,0,0.461,23.0,9346,91.12
29.541,71.46,7,3,1,0.727,24.1,6517,114.75
364.531,124.41,8,0,0,0.66,17.7,9998,856.46
402.452,7.27,7,5,0,0.034,30.3,9951,210.4
11.524,121.99,15,0,1,0.214,15.8,2363,51.65
30.638,187.45,19,6,1,0.695,23.8,4150,116.37
378.291,11.52,3,4,0,0.086,29.4,9388,242.64
393.746,52.09,12,3,1,0.284,23.9,3080,537.87
2.025,54.93,8,5,0,0.304,28.1,9580,25.44
7.562,92.6,14,0,0,0.391,34.3,8983,48.79
38.155,88.14,8,6,1,0.715,13.9,6054,169.94
2.021,136.92,14,4,0,0.03,26.1,8466,20.2
28.874,120.16,11,0,0,0.123,23.9,9046,49.11
72.841,85.35,9,1,0,0.567,27.1,8737,240.92
2.262,186.07,18,0,0,0.655,19.2,8641,39.94
8.987,166.16,1,5,1,0.479,15.7,2642,46.35
5.289,175.71,1,4,0,0.158,25.5,8903,31.54
32.061,195.5,7,3,0,0.521,34.4,9419,97.5
340.532,121.08,14,6,0,0.496,26.4,9693,493.4
346.315,121.15,9,2,0,0.653,16.6,8862,839.81
7.087,83.78,17,5,3,0.417,26.1,1517,46.11
21.408,77.68,13,2,0,0.414,28.9,8494,63.57
60.809,147.78,11,3,3,0.187,24.5,4033,98.65
461.517,187.33,2,1,1,0.045,18.9,5030,280.98
19.985,9.75,16,4,0,0.086,31.9,8873,51.13
37.83,176.49,23,1,0,0.062,20.6,9801,42.86
172.7,183.55,19,6,0,0.471,19.6,8570,413.43
36.15,191.98,17,4,1,0.085,10.1,2211,51.59
369.475,183.84,3,3,1,0.099,17.4,2711,242.13
31.836,145.5,10,1,0,0.321,20.5,9291,58.7
28.352,104.31,6,6,0,0.111,31.8,9282,40.19
37.755,134.7,8,3,0,0.648,31.3,9502,128.37
17.656,98.19,19,1,1,0.716,10.6,4155,157.2
443.829,168.15,9,5,0,0.179,30.9,8803,377.29
233.013,89.49,7,5,0,0.096,18.5,9958,193.36
262.52,160.96,15,4,0,0.08,19.7,8595,206.28
229.165,161.83,13,3,0,0.418,16.1,8994,353.2
23.114,33.39,6,6,0,0.283,34.0,9256,50.02
193.313,70.6,17,0,0,0.668,25.4,8741,450.53
173.486,32.36,11,2,0,0.382,26.1,8509,215.06
6.699,60.36,7,5,1,0.406,13.7,4231,44.17
436.512,15.4,16,5,1,0.249,21.0,2165,382.92
183.607,64.81,16,5,0,0.03,20.5,8415,116.23
9.279,81.33,8,3,0,0.522,29.1,9037,73.01
9.35,195.04,12,6,0,0.233,22.4,9153,49.12
22.655,41.62,15,4,0,0.251,17.8,9262,42.3
29.75,166.88,1,2,0,0.001,27.0,9784,39.62
12.864,130.44,10,3,1,0.228,17.7,2667,54.61
34.855,22.82,13,3,0,0.242,31.1,8997,54.3
39.832,144.02,21,2,0,0.269,27.3,8761,76.68
24.378,94.47,6,2,3,0.149,25.8,4491,44.22
19.084,198.66,0,2,1,0.033,13.0,2768,48.45
25.338,185.58,8,2,1,0.584,23.0,6787,106.81
133.191,118.57,3,5,0,0.031,18.6,9154,93.54
11.451,161.48,19,5,3,0.297,18.1,1010,66.28
35.047,64.74,1,1,0,0.047,23.8,9361,39.43
203.296,167.75,10,4,0,0.287,27.1,8438,209.49
297.823,98.07,8,5,0,0.104,33.0,9335,228.81
22.612,199.58,6,3,0,0.159,33.7,8021,40.11
36.486,183.17,16,0,0,0.293,15.7,8563,74.09
1.702,143.63,15,4,0,0.375,24.8,8969,22.82
24.71,142.69,22,5,0,0.126,32.0,8169,39.42
39.344,38.92,19,5,0,0.27,31.7,9737,53.1
208.478,2.93,21,3,0,0.119,28.4,8125,163.61
8.348,101.14,5,5,1,0.28,22.6,2026,48.22
37.246,17.72,2,1,1,0.002,12.8,6842,30.01
181.58,136.21,6,5,1,0.086,12.0,2436,167.87
165.488,39.93,9,2,0,0.578,20.3,9003,392.42
38.012,117.09,4,4,0,0.104,34.9,8888,46.56
271.732,165.99,8,0,0,0.634,19.2,8446,613.34
15.205,75.64,18,0,0,0.835,17.1,8734,149.53
86.096,182.64,9,1,0,0.62,18.7,8044,199.91
29.073,120.23,15,5,0,0.263,15.8,9902,49.29
31.076,190.8,12,4,0,0.09,25.2,9888,57.42
26.705,157.74,1,0,0,0.035,30.3,9641,36.61
7.297,61.57,5,1,1,0.056,16.5,4004,25.65
8.893,94.51,12,6,0,0.229,19.9,9877,48.54
453.09,163.98,23,6,0,0.035,22.9,8146,257.88
14.81,100.34,0,4,0,0.194,23.0,8158,48.78
13.914,130.84,13,1,0,0.344,22.7,9681,67.72
32.346,69.32,23,0,0,0.001,23.1,9652,39.89
19.703,191.99,12,3,1,0.235,14.5,4118,83.79
487.014,22.42,5,3,0,0.008,22.7,9381,267.23
20.838,122.94,14,3,0,0.46,20.6,8248,54.32
392.744,4.8,8,1,0,0.562,23.3,8914,817.04
29.678,49.8,2,4,0,0.148,29.5,9296,33.33
468.843,164.12,18,3,0,0.473,21.5,8078,793.04
39.221,15.85,20,5,0,0.285,23.0,8376,60.83
8.07,52.27,9,4,0,0.347,32.1,8499,39.58
166.402,137.8,5,2,0,0.091,15.9,8816,106.9
11.049,119.86,20,2,0,0.197,19.5,9452,50.09
310.441,126.99,10,4,0,0.103,33.6,8025,260.61
7.216,78.07,12,0,0,0.389,26.4,8160,38.23
209.828,58.44,10,3,0,0.275,15.6,9279,221.57
29.89,197.94,12,4,0,0.037,27.1,9740,42.27
34.663,153.4,23,3,0,0.042,22.0,8445,41.98
390.406,63.62,17,4,0,0.227,32.2,9013,408.06
224.025,0.77,10,6,0,0.129,18.4,9858,175.79
24.583,100.72,2,4,0,0.098,23.2,8046,42.52
15.127,148.62,20,3,0,0.374,32.3,9741,58.12
5.74,13.06,0,1,0,0.06,24.2,9400,15.15
4.891,120.84,10,6,3,0.121,17.4,2893,37.33
31.43,191.52,22,4,0,0.297,30.5,9325,55.77
32.561,165.68,23,6,0,0.051,23.0,9899,36.95
386.646,22.45,5,2,0,0.024,21.8,9869,196.45
250.791,141.85,7,6,0,0.565,20.9,8910,512.14
1.525,176.05,18,2,1,0.552,14.6,3296,31.76
99.134,121.53,12,2,0,0.375,15.6,8433,131.21
19.34,180.01,11,5,0,0.157,32.1,8643,73.88
261.744,96.85,12,0,0,0.293,16.3,8460,343.95
18.643,182.55,0,6,1,0.074,22.3,6293,45.93
273.412,54.37,17,6,1,0.661,23.1,2458,883.92
28.837,35.57,19,2,0,0.767,16.8,8389,97.82
8.705,48.86,18,3,0,0.426,25.7,9600,42.57
23.78,119.7,9,4,0,0.033,23.6,9853,34.75
322.63,91.31,0,2,1,0.033,19.0,6035,196.85
27.275,100.66,20,3,0,0.246,30.1,8373,60.43
3.09,86.46,9,0,3,0.811,21.6,3612,61.98
257.063,136.98,19,1,0,0.496,18.1,8320,508.59
189.813,103.34,15,5,0,0.081,23.3,9487,134.58
14.48,149.07,14,2,0,0.202,22.9,8854,50.68
104.368,91.43,8,0,1,0.587,13.0,4096,275.1
20.366,171.3,3,0,0,0.094,21.5,8982,37.04
219.429,191.95,22,3,0,0.038,34.7,9200,127.9
5.804,149.99,10,6,1,0.272,22.4,3232,36.23
26.597,111.38,9,5,0,0.261,30.4,8139,49.45
